,concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator,start_timestamp
3174,Radicar Solicitud Homologacion,complete,8186,2016-03-29 18:56:35+00:00,Radicar Solicitud Homologacion,8186,105252,Variant 31,31,Fluxicon Disco,2016-03-29 18:53:54+00:00
3175,Validar solicitud,complete,19019,2016-03-29 21:44:19+00:00,Validar solicitud,19019,105252,Variant 31,31,Fluxicon Disco,2016-03-29 21:41:04+00:00
3176,Revisar curso,complete,19019,2016-03-30 14:56:25+00:00,Revisar curso,19019,105252,Variant 31,31,Fluxicon Disco,2016-03-30 14:56:25+00:00
3177,Evaluacion curso,complete,19296,2016-03-30 16:16:46+00:00,Evaluacion curso,19296,105252,Variant 31,31,Fluxicon Disco,2016-03-30 14:57:01+00:00
3178,Recepcion de documentos,complete,26789,2016-03-30 22:42:26+00:00,Recepcion de documentos,26789,105252,Variant 31,31,Fluxicon Disco,2016-03-30 14:56:23+00:00
3179,Homologacion por grupo de cursos,complete,1007,2016-03-30 22:51:52+00:00,Homologacion por grupo de cursos,1007,105252,Variant 31,31,Fluxicon Disco,2016-03-30 14:56:24+00:00
3180,Validar solicitud / pre-homologacion,complete,19019,2016-04-13 14:43:20+00:00,Validar solicitud / pre-homologacion,19019,105252,Variant 31,31,Fluxicon Disco,2016-04-13 14:42:40+00:00
3181,Avanzar recepcion documentos,complete,26789,2016-04-13 21:48:32+00:00,Avanzar recepcion documentos,26789,105252,Variant 31,31,Fluxicon Disco,2016-04-13 15:22:55+00:00
3182,Validacion final,complete,19019,2016-06-23 17:16:00+00:00,Validacion final,19019,105252,Variant 31,31,Fluxicon Disco,2016-06-23 17:06:58+00:00
3183,Visto Bueno Cierre Proceso,complete,1007,2016-06-24 20:03:00+00:00,Visto Bueno Cierre Proceso,1007,105252,Variant 31,31,Fluxicon Disco,2016-06-24 20:02:39+00:00
3184,Transferir Creditos,complete,1007,2016-06-24 20:24:26+00:00,Transferir Creditos,1007,105252,Variant 31,31,Fluxicon Disco,2016-06-24 20:24:26+00:00
3185,Transferir creditos homologables,complete,1007,2016-06-24 20:24:26+00:00,Transferir creditos homologables,1007,105252,Variant 31,31,Fluxicon Disco,2016-06-24 20:24:26+00:00
3186,End,complete,End,2016-06-24 20:24:26+00:00,End,End,105252,Variant 31,31,Fluxicon Disco,2016-06-24 20:24:26+00:00
3187,Start,complete,Start,2016-03-29 19:08:02+00:00,Start,Start,105253,Variant 2,2,Fluxicon Disco,2016-03-29 19:08:02+00:00
3188,Traer informacion estudiante - banner,complete,8121,2016-03-29 19:08:02+00:00,Traer informacion estudiante - banner,8121,105253,Variant 2,2,Fluxicon Disco,2016-03-29 19:08:02+00:00
3189,Radicar Solicitud Homologacion,complete,8121,2016-03-29 19:08:15+00:00,Radicar Solicitud Homologacion,8121,105253,Variant 2,2,Fluxicon Disco,2016-03-29 19:08:03+00:00
3190,Validar solicitud,complete,186,2016-03-29 23:08:09+00:00,Validar solicitud,186,105253,Variant 2,2,Fluxicon Disco,2016-03-29 19:20:30+00:00
3191,Homologacion por grupo de cursos,complete,26788,2016-05-10 06:23:02+00:00,Homologacion por grupo de cursos,26788,105253,Variant 2,2,Fluxicon Disco,2016-05-10 01:51:37+00:00
3192,End,complete,End,2016-05-10 06:23:02+00:00,End,End,105253,Variant 2,2,Fluxicon Disco,2016-05-10 06:23:02+00:00
3193,Start,complete,Start,2016-03-29 20:38:57+00:00,Start,Start,105301,Variant 5,5,Fluxicon Disco,2016-03-29 20:38:57+00:00
3194,Traer informacion estudiante - banner,complete,15547,2016-03-29 20:38:57+00:00,Traer informacion estudiante - banner,15547,105301,Variant 5,5,Fluxicon Disco,2016-03-29 20:38:57+00:00
3195,Radicar Solicitud Homologacion,complete,15547,2016-03-29 20:39:04+00:00,Radicar Solicitud Homologacion,15547,105301,Variant 5,5,Fluxicon Disco,2016-03-29 20:39:02+00:00
3196,Notificacion estudiante cancelacion soli,complete,1,2016-04-07 19:06:12+00:00,Notificacion estudiante cancelacion soli,1,105301,Variant 5,5,Fluxicon Disco,2016-04-07 19:06:12+00:00
3197,End,complete,End,2016-04-07 19:06:12+00:00,End,End,105301,Variant 5,5,Fluxicon Disco,2016-04-07 19:06:12+00:00
3198,Start,complete,Start,2016-03-29 22:11:07+00:00,Start,Start,105303,Variant 1,1,Fluxicon Disco,2016-03-29 22:11:07+00:00
3199,Traer informacion estudiante - banner,complete,9484,2016-03-29 22:11:07+00:00,Traer informacion estudiante - banner,9484,105303,Variant 1,1,Fluxicon Disco,2016-03-29 22:11:07+00:00
3200,Radicar Solicitud Homologacion,complete,9484,2016-03-29 22:11:57+00:00,Radicar Solicitud Homologacion,9484,105303,Variant 1,1,Fluxicon Disco,2016-03-29 22:11:09+00:00
3201,Cancelar Solicitud,complete,9484,2016-03-30 01:13:48+00:00,Cancelar Solicitud,9484,105303,Variant 1,1,Fluxicon Disco,2016-03-30 01:13:48+00:00
3202,Notificacion estudiante cancelacion soli,complete,9484,2016-03-30 11:57:05+00:00,Notificacion estudiante cancelacion soli,9484,105303,Variant 1,1,Fluxicon Disco,2016-03-30 11:57:05+00:00
3203,End,complete,End,2016-03-30 11:57:05+00:00,End,End,105303,Variant 1,1,Fluxicon Disco,2016-03-30 11:57:05+00:00
3204,Start,complete,Start,2016-03-29 23:39:02+00:00,Start,Start,105401,Variant 1,1,Fluxicon Disco,2016-03-29 23:39:02+00:00
3205,Traer informacion estudiante - banner,complete,26759,2016-03-29 23:39:02+00:00,Traer informacion estudiante - banner,26759,105401,Variant 1,1,Fluxicon Disco,2016-03-29 23:39:02+00:00
3206,Radicar Solicitud Homologacion,complete,26759,2016-03-30 00:03:08+00:00,Radicar Solicitud Homologacion,26759,105401,Variant 1,1,Fluxicon Disco,2016-03-29 23:39:08+00:00
3207,Cancelar Solicitud,complete,22404,2016-04-02 02:45:25+00:00,Cancelar Solicitud,22404,105401,Variant 1,1,Fluxicon Disco,2016-04-02 01:57:25+00:00
3208,Notificacion estudiante cancelacion soli,complete,22404,2016-04-12 11:18:17+00:00,Notificacion estudiante cancelacion soli,22404,105401,Variant 1,1,Fluxicon Disco,2016-04-12 11:18:17+00:00
3209,End,complete,End,2016-04-12 11:18:17+00:00,End,End,105401,Variant 1,1,Fluxicon Disco,2016-04-12 11:18:17+00:00
3210,Start,complete,Start,2016-03-30 13:16:56+00:00,Start,Start,105451,Variant 39,39,Fluxicon Disco,2016-03-30 13:16:56+00:00
3211,Validar solicitud,complete,19019,2016-03-30 13:19:24+00:00,Validar solicitud,19019,105451,Variant 39,39,Fluxicon Disco,2016-03-30 13:16:56+00:00
3212,Traer informacion estudiante - banner,complete,3421,2016-03-30 14:08:47+00:00,Traer informacion estudiante - banner,3421,105451,Variant 39,39,Fluxicon Disco,2016-03-30 14:08:47+00:00
3213,Radicar Solicitud Homologacion,complete,3421,2016-03-30 14:08:53+00:00,Radicar Solicitud Homologacion,3421,105451,Variant 39,39,Fluxicon Disco,2016-03-30 14:08:53+00:00
3214,Revisar curso,complete,19019,2016-03-30 15:45:11+00:00,Revisar curso,19019,105451,Variant 39,39,Fluxicon Disco,2016-03-30 15:45:11+00:00
3215,Evaluacion curso,complete,163,2016-03-30 19:04:38+00:00,Evaluacion curso,163,105451,Variant 39,39,Fluxicon Disco,2016-03-30 15:45:37+00:00
3216,Homologacion por grupo de cursos,complete,1007,2016-03-30 19:52:53+00:00,Homologacion por grupo de cursos,1007,105451,Variant 39,39,Fluxicon Disco,2016-03-30 15:45:11+00:00
3217,Validacion final,complete,19019,2016-05-04 14:55:43+00:00,Validacion final,19019,105451,Variant 39,39,Fluxicon Disco,2016-05-04 14:47:30+00:00
3218,Visto Bueno Cierre Proceso,complete,1007,2016-05-05 15:41:31+00:00,Visto Bueno Cierre Proceso,1007,105451,Variant 39,39,Fluxicon Disco,2016-05-05 15:01:05+00:00
3219,End,complete,End,2016-05-05 15:41:31+00:00,End,End,105451,Variant 39,39,Fluxicon Disco,2016-05-05 15:41:31+00:00
3220,Start,complete,Start,2016-03-30 13:25:11+00:00,Start,Start,105504,Variant 1,1,Fluxicon Disco,2016-03-30 13:25:11+00:00
3221,Traer informacion estudiante - banner,complete,3421,2016-03-30 13:25:11+00:00,Traer informacion estudiante - banner,3421,105504,Variant 1,1,Fluxicon Disco,2016-03-30 13:25:11+00:00
3222,Radicar Solicitud Homologacion,complete,3421,2016-03-30 13:25:16+00:00,Radicar Solicitud Homologacion,3421,105504,Variant 1,1,Fluxicon Disco,2016-03-30 13:25:12+00:00
3223,Cancelar Solicitud,complete,19019,2016-03-30 13:32:31+00:00,Cancelar Solicitud,19019,105504,Variant 1,1,Fluxicon Disco,2016-03-30 13:30:10+00:00
3224,Notificacion estudiante cancelacion soli,complete,19019,2016-03-30 15:51:10+00:00,Notificacion estudiante cancelacion soli,19019,105504,Variant 1,1,Fluxicon Disco,2016-03-30 15:51:10+00:00
3225,End,complete,End,2016-03-30 15:51:10+00:00,End,End,105504,Variant 1,1,Fluxicon Disco,2016-03-30 15:51:10+00:00
3226,Start,complete,Start,2016-03-30 13:45:39+00:00,Start,Start,105505,Variant 74,74,Fluxicon Disco,2016-03-30 13:45:39+00:00
3227,Traer informacion estudiante - banner,complete,3656,2016-03-30 13:45:39+00:00,Traer informacion estudiante - banner,3656,105505,Variant 74,74,Fluxicon Disco,2016-03-30 13:45:39+00:00
3228,Radicar Solicitud Homologacion,complete,3656,2016-03-30 13:46:01+00:00,Radicar Solicitud Homologacion,3656,105505,Variant 74,74,Fluxicon Disco,2016-03-30 13:45:43+00:00
3229,Validar solicitud,complete,677,2016-03-30 14:48:26+00:00,Validar solicitud,677,105505,Variant 74,74,Fluxicon Disco,2016-03-30 14:04:13+00:00
3230,Validacion final,complete,677,2016-04-06 20:08:20+00:00,Validacion final,677,105505,Variant 74,74,Fluxicon Disco,2016-04-06 20:03:54+00:00
3231,Revisar curso,complete,677,2016-04-06 20:18:03+00:00,Revisar curso,677,105505,Variant 74,74,Fluxicon Disco,2016-04-06 20:18:03+00:00
3232,Evaluacion curso,complete,3445,2016-04-06 20:18:26+00:00,Evaluacion curso,3445,105505,Variant 74,74,Fluxicon Disco,2016-04-06 20:18:26+00:00
3233,Homologacion por grupo de cursos,complete,3445,2016-04-06 20:22:26+00:00,Homologacion por grupo de cursos,3445,105505,Variant 74,74,Fluxicon Disco,2016-04-06 20:18:03+00:00
3234,Visto Bueno Cierre Proceso,complete,3445,2016-04-07 14:30:57+00:00,Visto Bueno Cierre Proceso,3445,105505,Variant 74,74,Fluxicon Disco,2016-04-07 14:30:47+00:00
3235,End,complete,End,2016-04-07 14:30:57+00:00,End,End,105505,Variant 74,74,Fluxicon Disco,2016-04-07 14:30:57+00:00
3236,Start,complete,Start,2016-03-30 16:23:10+00:00,Start,Start,105506,Variant 35,35,Fluxicon Disco,2016-03-30 16:23:10+00:00
3237,Traer informacion estudiante - banner,complete,3421,2016-03-30 16:23:10+00:00,Traer informacion estudiante - banner,3421,105506,Variant 35,35,Fluxicon Disco,2016-03-30 16:23:10+00:00
3238,Radicar Solicitud Homologacion,complete,3421,2016-03-30 16:23:19+00:00,Radicar Solicitud Homologacion,3421,105506,Variant 35,35,Fluxicon Disco,2016-03-30 16:23:11+00:00
3239,Validar solicitud,complete,19019,2016-03-30 16:32:21+00:00,Validar solicitud,19019,105506,Variant 35,35,Fluxicon Disco,2016-03-30 16:31:53+00:00
3240,Revisar curso,complete,19019,2016-03-30 17:16:43+00:00,Revisar curso,19019,105506,Variant 35,35,Fluxicon Disco,2016-03-30 17:16:43+00:00
3241,Evaluacion curso,complete,7299,2016-03-30 18:21:01+00:00,Evaluacion curso,7299,105506,Variant 35,35,Fluxicon Disco,2016-03-30 17:17:01+00:00
3242,Homologacion por grupo de cursos,complete,1007,2016-03-30 18:26:32+00:00,Homologacion por grupo de cursos,1007,105506,Variant 35,35,Fluxicon Disco,2016-03-30 17:16:43+00:00
3243,Validacion final,complete,19019,2016-04-11 17:22:28+00:00,Validacion final,19019,105506,Variant 35,35,Fluxicon Disco,2016-04-11 17:22:28+00:00
3244,End,complete,End,2016-04-11 17:22:28+00:00,End,End,105506,Variant 35,35,Fluxicon Disco,2016-04-11 17:22:28+00:00
3245,Visto Bueno Cierre Proceso,complete,1007,2016-04-11 17:25:37+00:00,Visto Bueno Cierre Proceso,1007,105506,Variant 35,35,Fluxicon Disco,2016-04-11 17:19:48+00:00
3246,Start,complete,Start,2016-03-31 00:01:40+00:00,Start,Start,105602,Variant 8,8,Fluxicon Disco,2016-03-31 00:01:40+00:00
3247,Traer informacion estudiante - banner,complete,9404,2016-03-31 00:01:40+00:00,Traer informacion estudiante - banner,9404,105602,Variant 8,8,Fluxicon Disco,2016-03-31 00:01:40+00:00
3248,Radicar Solicitud Homologacion,complete,9404,2016-03-31 00:01:41+00:00,Radicar Solicitud Homologacion,9404,105602,Variant 8,8,Fluxicon Disco,2016-03-31 00:01:41+00:00
3249,Validar solicitud,complete,19019,2016-03-31 00:12:34+00:00,Validar solicitud,19019,105602,Variant 8,8,Fluxicon Disco,2016-03-31 00:10:38+00:00
3250,Cancelar Solicitud,complete,9404,2016-03-31 01:51:41+00:00,Cancelar Solicitud,9404,105602,Variant 8,8,Fluxicon Disco,2016-03-31 00:10:38+00:00
3251,Revisar curso,complete,19019,2016-03-31 14:56:38+00:00,Revisar curso,19019,105602,Variant 8,8,Fluxicon Disco,2016-03-31 14:56:36+00:00
3252,Notificacion estudiante cancelacion soli,complete,9404,2016-04-18 20:03:28+00:00,Notificacion estudiante cancelacion soli,9404,105602,Variant 8,8,Fluxicon Disco,2016-04-18 20:03:28+00:00
3253,End,complete,End,2016-04-18 20:03:28+00:00,End,End,105602,Variant 8,8,Fluxicon Disco,2016-04-18 20:03:28+00:00
3254,Start,complete,Start,2016-03-30 21:48:38+00:00,Start,Start,105651,Variant 8,8,Fluxicon Disco,2016-03-30 21:48:38+00:00
3255,Traer informacion estudiante - banner,complete,7775,2016-03-30 21:48:38+00:00,Traer informacion estudiante - banner,7775,105651,Variant 8,8,Fluxicon Disco,2016-03-30 21:48:38+00:00
3256,Radicar Solicitud Homologacion,complete,7775,2016-03-30 21:48:52+00:00,Radicar Solicitud Homologacion,7775,105651,Variant 8,8,Fluxicon Disco,2016-03-30 21:48:42+00:00
3257,Validar solicitud,complete,7080,2016-03-30 22:20:36+00:00,Validar solicitud,7080,105651,Variant 8,8,Fluxicon Disco,2016-03-30 21:59:36+00:00
3258,Cancelar Solicitud,complete,7080,2016-03-30 22:30:35+00:00,Cancelar Solicitud,7080,105651,Variant 8,8,Fluxicon Disco,2016-03-30 21:59:36+00:00
3259,Revisar curso,complete,7080,2016-04-04 17:37:45+00:00,Revisar curso,7080,105651,Variant 8,8,Fluxicon Disco,2016-04-04 17:37:45+00:00
3260,Notificacion estudiante cancelacion soli,complete,7080,2016-04-05 20:58:46+00:00,Notificacion estudiante cancelacion soli,7080,105651,Variant 8,8,Fluxicon Disco,2016-04-05 20:58:46+00:00
3261,End,complete,End,2016-04-05 20:58:46+00:00,End,End,105651,Variant 8,8,Fluxicon Disco,2016-04-05 20:58:46+00:00
3262,Start,complete,Start,2016-03-30 21:57:01+00:00,Start,Start,105652,Variant 4,4,Fluxicon Disco,2016-03-30 21:57:01+00:00
3263,Traer informacion estudiante - banner,complete,8727,2016-03-30 21:57:01+00:00,Traer informacion estudiante - banner,8727,105652,Variant 4,4,Fluxicon Disco,2016-03-30 21:57:01+00:00
3264,Radicar Solicitud Homologacion,complete,8727,2016-03-30 21:57:34+00:00,Radicar Solicitud Homologacion,8727,105652,Variant 4,4,Fluxicon Disco,2016-03-30 21:57:03+00:00
3265,Validar solicitud,complete,19019,2016-03-30 22:31:59+00:00,Validar solicitud,19019,105652,Variant 4,4,Fluxicon Disco,2016-03-30 22:28:15+00:00
3266,Revisar curso,complete,19019,2016-03-31 16:12:29+00:00,Revisar curso,19019,105652,Variant 4,4,Fluxicon Disco,2016-03-31 16:12:29+00:00
3267,Evaluacion curso,complete,117,2016-03-31 19:18:42+00:00,Evaluacion curso,117,105652,Variant 4,4,Fluxicon Disco,2016-03-31 16:13:25+00:00
3268,Homologacion por grupo de cursos,complete,19019,2016-03-31 19:23:17+00:00,Homologacion por grupo de cursos,19019,105652,Variant 4,4,Fluxicon Disco,2016-03-31 16:12:29+00:00
3269,Validar solicitud / pre-homologacion,complete,19019,2016-05-03 19:36:39+00:00,Validar solicitud / pre-homologacion,19019,105652,Variant 4,4,Fluxicon Disco,2016-05-03 19:31:09+00:00
3270,End,complete,End,2016-05-03 19:36:39+00:00,End,End,105652,Variant 4,4,Fluxicon Disco,2016-05-03 19:36:39+00:00
3271,Start,complete,Start,2016-03-30 22:02:19+00:00,Start,Start,105653,Variant 1,1,Fluxicon Disco,2016-03-30 22:02:19+00:00
3272,Traer informacion estudiante - banner,complete,7775,2016-03-30 22:02:19+00:00,Traer informacion estudiante - banner,7775,105653,Variant 1,1,Fluxicon Disco,2016-03-30 22:02:19+00:00
3273,Radicar Solicitud Homologacion,complete,7775,2016-03-30 22:02:28+00:00,Radicar Solicitud Homologacion,7775,105653,Variant 1,1,Fluxicon Disco,2016-03-30 22:02:20+00:00
3274,Cancelar Solicitud,complete,7775,2016-03-30 22:27:48+00:00,Cancelar Solicitud,7775,105653,Variant 1,1,Fluxicon Disco,2016-03-30 22:10:59+00:00
3275,Notificacion estudiante cancelacion soli,complete,7775,2016-04-04 11:13:10+00:00,Notificacion estudiante cancelacion soli,7775,105653,Variant 1,1,Fluxicon Disco,2016-04-04 11:13:10+00:00
3276,End,complete,End,2016-04-04 11:13:10+00:00,End,End,105653,Variant 1,1,Fluxicon Disco,2016-04-04 11:13:10+00:00
3277,Start,complete,Start,2016-03-30 22:34:14+00:00,Start,Start,105654,Variant 18,18,Fluxicon Disco,2016-03-30 22:34:14+00:00
3278,Traer informacion estudiante - banner,complete,11415,2016-03-30 22:34:14+00:00,Traer informacion estudiante - banner,11415,105654,Variant 18,18,Fluxicon Disco,2016-03-30 22:34:14+00:00
3279,Radicar Solicitud Homologacion,complete,11415,2016-03-30 22:34:40+00:00,Radicar Solicitud Homologacion,11415,105654,Variant 18,18,Fluxicon Disco,2016-03-30 22:34:15+00:00
3280,Validar solicitud,complete,1707,2016-03-31 00:30:31+00:00,Validar solicitud,1707,105654,Variant 18,18,Fluxicon Disco,2016-03-30 23:02:31+00:00
3281,Homologacion por grupo de cursos,complete,1707,2016-04-15 13:41:15+00:00,Homologacion por grupo de cursos,1707,105654,Variant 18,18,Fluxicon Disco,2016-04-15 12:04:03+00:00
3282,Cancelar curso,complete,1707,2016-04-15 13:41:15+00:00,Cancelar curso,1707,105654,Variant 18,18,Fluxicon Disco,2016-04-15 12:04:03+00:00
3283,End,complete,End,2016-04-15 13:41:15+00:00,End,End,105654,Variant 18,18,Fluxicon Disco,2016-04-15 13:41:15+00:00
3284,Start,complete,Start,2016-03-31 12:47:35+00:00,Start,Start,105755,Variant 75,75,Fluxicon Disco,2016-03-31 12:47:35+00:00
3285,Traer informacion estudiante - banner,complete,7574,2016-03-31 12:47:35+00:00,Traer informacion estudiante - banner,7574,105755,Variant 75,75,Fluxicon Disco,2016-03-31 12:47:35+00:00
3286,Radicar Solicitud Homologacion,complete,7574,2016-03-31 12:50:28+00:00,Radicar Solicitud Homologacion,7574,105755,Variant 75,75,Fluxicon Disco,2016-03-31 12:47:36+00:00
3287,Validar solicitud,complete,1707,2016-03-31 17:19:22+00:00,Validar solicitud,1707,105755,Variant 75,75,Fluxicon Disco,2016-03-31 15:52:54+00:00
3288,Revisar curso,complete,1707,2016-04-15 15:49:00+00:00,Revisar curso,1707,105755,Variant 75,75,Fluxicon Disco,2016-04-15 14:21:26+00:00
3289,Recepcion de documentos,complete,26789,2016-04-15 17:59:13+00:00,Recepcion de documentos,26789,105755,Variant 75,75,Fluxicon Disco,2016-04-15 14:21:23+00:00
3290,Homologacion por grupo de cursos,complete,15930,2016-04-15 18:12:17+00:00,Homologacion por grupo de cursos,15930,105755,Variant 75,75,Fluxicon Disco,2016-04-15 14:21:25+00:00
3291,Evaluacion curso,complete,6958,2016-05-02 13:57:21+00:00,Evaluacion curso,6958,105755,Variant 75,75,Fluxicon Disco,2016-05-02 13:55:46+00:00
3292,Validar solicitud / pre-homologacion,complete,1707,2016-05-02 15:37:54+00:00,Validar solicitud / pre-homologacion,1707,105755,Variant 75,75,Fluxicon Disco,2016-05-02 15:31:45+00:00
3293,Avanzar recepcion documentos,complete,26789,2016-05-03 15:43:20+00:00,Avanzar recepcion documentos,26789,105755,Variant 75,75,Fluxicon Disco,2016-05-03 13:40:49+00:00
3294,Validacion final,complete,1707,2016-05-25 16:17:38+00:00,Validacion final,1707,105755,Variant 75,75,Fluxicon Disco,2016-05-25 16:12:09+00:00
3295,Visto Bueno Cierre Proceso,complete,15930,2016-05-26 13:49:38+00:00,Visto Bueno Cierre Proceso,15930,105755,Variant 75,75,Fluxicon Disco,2016-05-26 13:42:07+00:00
3296,Transferir Creditos,complete,15930,2016-05-27 13:13:26+00:00,Transferir Creditos,15930,105755,Variant 75,75,Fluxicon Disco,2016-05-27 13:13:26+00:00
3297,Transferir creditos homologables,complete,15930,2016-05-27 13:13:26+00:00,Transferir creditos homologables,15930,105755,Variant 75,75,Fluxicon Disco,2016-05-27 13:13:26+00:00
3298,Transferir creditos homologables,complete,15930,2016-05-27 13:13:26+00:00,Transferir creditos homologables,15930,105755,Variant 75,75,Fluxicon Disco,2016-05-27 13:13:26+00:00
3299,End,complete,End,2016-05-27 13:13:26+00:00,End,End,105755,Variant 75,75,Fluxicon Disco,2016-05-27 13:13:26+00:00
3300,Start,complete,Start,2016-03-31 14:09:01+00:00,Start,Start,105803,Variant 14,14,Fluxicon Disco,2016-03-31 14:09:01+00:00
3301,Radicar Solicitud Homologacion,complete,19019,2016-03-31 14:09:05+00:00,Radicar Solicitud Homologacion,19019,105803,Variant 14,14,Fluxicon Disco,2016-03-31 14:09:01+00:00
